concept,frequency,num texts,tf-idf,corpus tf-idf,filename
use,34,23,37.874077,37.874073,"pubmed_small#100,pubmed_small#109,pubmed_small#119,pubmed_small#136,pubmed_small#145,pubmed_small#149,pubmed_small#153,pubmed_small#160,pubmed_small#167,pubmed_small#192,pubmed_small#249,pubmed_small#253,pubmed_small#263,pubmed_small#279,pubmed_small#281,pubmed_small#282,pubmed_small#293,pubmed_small#299,pubmed_small#35,pubmed_small#45,pubmed_small#70,pubmed_small#87,pubmed_small#91"
increased,35,25,37.720596,37.720592,"pubmed_small#106,pubmed_small#130,pubmed_small#158,pubmed_small#160,pubmed_small#183,pubmed_small#184,pubmed_small#19,pubmed_small#197,pubmed_small#20,pubmed_small#228,pubmed_small#239,pubmed_small#255,pubmed_small#274,pubmed_small#280,pubmed_small#290,pubmed_small#3,pubmed_small#36,pubmed_small#4,pubmed_small#45,pubmed_small#5,pubmed_small#51,pubmed_small#67,pubmed_small#85,pubmed_small#87,pubmed_small#95"
mm,29,15,37.687817,37.687817,"pubmed_small#153,pubmed_small#155,pubmed_small#167,pubmed_small#216,pubmed_small#221,pubmed_small#245,pubmed_small#247,pubmed_small#25,pubmed_small#263,pubmed_small#38,pubmed_small#57,pubmed_small#60,pubmed_small#63,pubmed_small#67,pubmed_small#88"
gastric,23,7,37.50318,37.50318,"pubmed_small#105,pubmed_small#130,pubmed_small#143,pubmed_small#16,pubmed_small#30,pubmed_small#36,pubmed_small#72"
type,33,22,37.397205,37.3972,"pubmed_small#100,pubmed_small#108,pubmed_small#126,pubmed_small#132,pubmed_small#133,pubmed_small#145,pubmed_small#157,pubmed_small#16,pubmed_small#165,pubmed_small#176,pubmed_small#205,pubmed_small#209,pubmed_small#22,pubmed_small#255,pubmed_small#269,pubmed_small#270,pubmed_small#295,pubmed_small#44,pubmed_small#6,pubmed_small#75,pubmed_small#79,pubmed_small#94"
polyps,21,5,37.310722,37.310726,"pubmed_small#104,pubmed_small#105,pubmed_small#30,pubmed_small#65,pubmed_small#79"
injury,26,11,37.29124,37.29124,"pubmed_small#142,pubmed_small#15,pubmed_small#153,pubmed_small#185,pubmed_small#197,pubmed_small#199,pubmed_small#2,pubmed_small#256,pubmed_small#284,pubmed_small#45,pubmed_small#71"
showed,36,28,37.026474,37.026474,"pubmed_small#108,pubmed_small#111,pubmed_small#118,pubmed_small#130,pubmed_small#133,pubmed_small#148,pubmed_small#178,pubmed_small#179,pubmed_small#192,pubmed_small#20,pubmed_small#202,pubmed_small#235,pubmed_small#24,pubmed_small#245,pubmed_small#267,pubmed_small#28,pubmed_small#280,pubmed_small#282,pubmed_small#296,pubmed_small#299,pubmed_small#35,pubmed_small#42,pubmed_small#44,pubmed_small#54,pubmed_small#75,pubmed_small#80,pubmed_small#85,pubmed_small#96"
using,38,33,36.371975,36.371975,"pubmed_small#106,pubmed_small#112,pubmed_small#119,pubmed_small#125,pubmed_small#13,pubmed_small#132,pubmed_small#133,pubmed_small#145,pubmed_small#153,pubmed_small#155,pubmed_small#158,pubmed_small#163,pubmed_small#178,pubmed_small#179,pubmed_small#180,pubmed_small#190,pubmed_small#232,pubmed_small#239,pubmed_small#242,pubmed_small#253,pubmed_small#267,pubmed_small#269,pubmed_small#27,pubmed_small#273,pubmed_small#28,pubmed_small#288,pubmed_small#5,pubmed_small#53,pubmed_small#67,pubmed_small#7,pubmed_small#73,pubmed_small#75,pubmed_small#85"
significantly,34,26,36.063725,36.06373,"pubmed_small#100,pubmed_small#111,pubmed_small#123,pubmed_small#130,pubmed_small#15,pubmed_small#160,pubmed_small#180,pubmed_small#221,pubmed_small#228,pubmed_small#239,pubmed_small#240,pubmed_small#241,pubmed_small#258,pubmed_small#264,pubmed_small#274,pubmed_small#285,pubmed_small#286,pubmed_small#36,pubmed_small#49,pubmed_small#5,pubmed_small#69,pubmed_small#73,pubmed_small#80,pubmed_small#85,pubmed_small#91,pubmed_small#99"
adenomas,18,3,35.9739,35.9739,"pubmed_small#269,pubmed_small#79,pubmed_small#96"
endometrial,21,6,35.64792,35.64792,"pubmed_small#196,pubmed_small#264,pubmed_small#39,pubmed_small#49,pubmed_small#54,pubmed_small#65"
compared,36,31,35.435146,35.435143,"pubmed_small#109,pubmed_small#120,pubmed_small#126,pubmed_small#130,pubmed_small#142,pubmed_small#145,pubmed_small#157,pubmed_small#163,pubmed_small#170,pubmed_small#178,pubmed_small#19,pubmed_small#192,pubmed_small#2,pubmed_small#221,pubmed_small#239,pubmed_small#242,pubmed_small#260,pubmed_small#268,pubmed_small#275,pubmed_small#28,pubmed_small#285,pubmed_small#286,pubmed_small#31,pubmed_small#38,pubmed_small#42,pubmed_small#53,pubmed_small#7,pubmed_small#73,pubmed_small#80,pubmed_small#91,pubmed_small#99"
analysis,29,18,35.391556,35.391563,"pubmed_small#109,pubmed_small#120,pubmed_small#138,pubmed_small#15,pubmed_small#153,pubmed_small#192,pubmed_small#226,pubmed_small#236,pubmed_small#241,pubmed_small#253,pubmed_small#263,pubmed_small#267,pubmed_small#28,pubmed_small#299,pubmed_small#33,pubmed_small#42,pubmed_small#53,pubmed_small#83"
studied,34,28,34.969448,34.969448,"pubmed_small#100,pubmed_small#108,pubmed_small#126,pubmed_small#138,pubmed_small#158,pubmed_small#160,pubmed_small#194,pubmed_small#197,pubmed_small#210,pubmed_small#228,pubmed_small#23,pubmed_small#239,pubmed_small#247,pubmed_small#255,pubmed_small#260,pubmed_small#271,pubmed_small#275,pubmed_small#282,pubmed_small#3,pubmed_small#46,pubmed_small#49,pubmed_small#5,pubmed_small#54,pubmed_small#65,pubmed_small#7,pubmed_small#75,pubmed_small#85,pubmed_small#87"
groups,28,17,34.866222,34.866222,"pubmed_small#111,pubmed_small#117,pubmed_small#123,pubmed_small#142,pubmed_small#15,pubmed_small#170,pubmed_small#180,pubmed_small#213,pubmed_small#223,pubmed_small#258,pubmed_small#274,pubmed_small#275,pubmed_small#285,pubmed_small#3,pubmed_small#33,pubmed_small#42,pubmed_small#77"
changes,33,27,34.46215,34.462147,"pubmed_small#113,pubmed_small#118,pubmed_small#130,pubmed_small#132,pubmed_small#156,pubmed_small#162,pubmed_small#180,pubmed_small#186,pubmed_small#19,pubmed_small#193,pubmed_small#216,pubmed_small#266,pubmed_small#268,pubmed_small#271,pubmed_small#273,pubmed_small#33,pubmed_small#35,pubmed_small#37,pubmed_small#38,pubmed_small#5,pubmed_small#52,pubmed_small#54,pubmed_small#60,pubmed_small#62,pubmed_small#7,pubmed_small#82,pubmed_small#87"
surgery,27,16,34.331882,34.331882,"pubmed_small#126,pubmed_small#179,pubmed_small#223,pubmed_small#255,pubmed_small#259,pubmed_small#263,pubmed_small#271,pubmed_small#276,pubmed_small#287,pubmed_small#293,pubmed_small#32,pubmed_small#48,pubmed_small#49,pubmed_small#82,pubmed_small#91,pubmed_small#99"
syndrome,25,13,34.043198,34.043198,"pubmed_small#115,pubmed_small#164,pubmed_small#171,pubmed_small#208,pubmed_small#217,pubmed_small#235,pubmed_small#24,pubmed_small#246,pubmed_small#34,pubmed_small#56,pubmed_small#6,pubmed_small#76,pubmed_small#96"
lovastatin,17,3,33.975346,33.97535,"pubmed_small#145,pubmed_small#153,pubmed_small#184"
years,33,28,33.94093,33.940933,"pubmed_small#118,pubmed_small#120,pubmed_small#130,pubmed_small#155,pubmed_small#157,pubmed_small#16,pubmed_small#165,pubmed_small#167,pubmed_small#179,pubmed_small#186,pubmed_small#19,pubmed_small#239,pubmed_small#258,pubmed_small#271,pubmed_small#289,pubmed_small#42,pubmed_small#45,pubmed_small#49,pubmed_small#57,pubmed_small#6,pubmed_small#60,pubmed_small#69,pubmed_small#70,pubmed_small#91,pubmed_small#94,pubmed_small#96,pubmed_small#97,pubmed_small#99"
vascular,26,15,33.789078,33.789078,"pubmed_small#111,pubmed_small#126,pubmed_small#162,pubmed_small#176,pubmed_small#199,pubmed_small#210,pubmed_small#256,pubmed_small#263,pubmed_small#267,pubmed_small#274,pubmed_small#284,pubmed_small#33,pubmed_small#48,pubmed_small#73,pubmed_small#94"
ovarian,18,4,33.725002,33.725002,"pubmed_small#123,pubmed_small#20,pubmed_small#242,pubmed_small#54"
children,24,12,33.51576,33.51576,"pubmed_small#116,pubmed_small#15,pubmed_small#157,pubmed_small#169,pubmed_small#181,pubmed_small#186,pubmed_small#223,pubmed_small#239,pubmed_small#24,pubmed_small#275,pubmed_small#55,pubmed_small#69"
carcinomas,22,9,33.47143,33.47143,"pubmed_small#100,pubmed_small#105,pubmed_small#109,pubmed_small#14,pubmed_small#16,pubmed_small#194,pubmed_small#202,pubmed_small#35,pubmed_small#96"
risk,26,16,33.060333,33.060333,"pubmed_small#106,pubmed_small#112,pubmed_small#126,pubmed_small#136,pubmed_small#19,pubmed_small#213,pubmed_small#215,pubmed_small#233,pubmed_small#239,pubmed_small#253,pubmed_small#31,pubmed_small#42,pubmed_small#51,pubmed_small#60,pubmed_small#65,pubmed_small#79"
cancer,26,16,33.060333,33.060333,"pubmed_small#100,pubmed_small#106,pubmed_small#110,pubmed_small#112,pubmed_small#14,pubmed_small#140,pubmed_small#180,pubmed_small#191,pubmed_small#192,pubmed_small#196,pubmed_small#202,pubmed_small#245,pubmed_small#27,pubmed_small#70,pubmed_small#75,pubmed_small#90"
carotid,21,8,33.0242,33.024204,"pubmed_small#108,pubmed_small#126,pubmed_small#203,pubmed_small#235,pubmed_small#263,pubmed_small#273,pubmed_small#73,pubmed_small#88"
activity,23,11,32.988403,32.988407,"pubmed_small#117,pubmed_small#120,pubmed_small#169,pubmed_small#240,pubmed_small#255,pubmed_small#266,pubmed_small#267,pubmed_small#28,pubmed_small#285,pubmed_small#290,pubmed_small#95"
development,31,26,32.881626,32.881634,"pubmed_small#105,pubmed_small#109,pubmed_small#112,pubmed_small#13,pubmed_small#130,pubmed_small#160,pubmed_small#165,pubmed_small#181,pubmed_small#184,pubmed_small#199,pubmed_small#2,pubmed_small#242,pubmed_small#245,pubmed_small#268,pubmed_small#273,pubmed_small#274,pubmed_small#279,pubmed_small#284,pubmed_small#285,pubmed_small#296,pubmed_small#51,pubmed_small#71,pubmed_small#72,pubmed_small#84,pubmed_small#87,pubmed_small#88"
factor,24,13,32.681473,32.68147,"pubmed_small#100,pubmed_small#111,pubmed_small#123,pubmed_small#132,pubmed_small#136,pubmed_small#140,pubmed_small#169,pubmed_small#193,pubmed_small#239,pubmed_small#241,pubmed_small#256,pubmed_small#52,pubmed_small#68"
epithelial,20,7,32.61146,32.61146,"pubmed_small#112,pubmed_small#133,pubmed_small#14,pubmed_small#194,pubmed_small#241,pubmed_small#250,pubmed_small#35"
infection,22,10,32.464767,32.464767,"pubmed_small#119,pubmed_small#195,pubmed_small#206,pubmed_small#245,pubmed_small#275,pubmed_small#293,pubmed_small#30,pubmed_small#34,pubmed_small#77,pubmed_small#98"
effects,26,17,32.37578,32.37578,"pubmed_small#113,pubmed_small#130,pubmed_small#132,pubmed_small#170,pubmed_small#171,pubmed_small#183,pubmed_small#221,pubmed_small#283,pubmed_small#285,pubmed_small#288,pubmed_small#290,pubmed_small#299,pubmed_small#3,pubmed_small#33,pubmed_small#34,pubmed_small#38,pubmed_small#54"
rabbits,19,6,32.252876,32.25288,"pubmed_small#111,pubmed_small#153,pubmed_small#2,pubmed_small#263,pubmed_small#267,pubmed_small#273"
sodium,19,6,32.252876,32.25288,"pubmed_small#120,pubmed_small#140,pubmed_small#152,pubmed_small#241,pubmed_small#38,pubmed_small#4"
policy,13,1,32.183727,32.183727,pubmed_small#145
beta,21,9,31.950005,31.950003,"pubmed_small#102,pubmed_small#2,pubmed_small#201,pubmed_small#240,pubmed_small#255,pubmed_small#260,pubmed_small#267,pubmed_small#274,pubmed_small#285"
observed,28,22,31.730963,31.730959,"pubmed_small#109,pubmed_small#111,pubmed_small#113,pubmed_small#117,pubmed_small#123,pubmed_small#141,pubmed_small#180,pubmed_small#185,pubmed_small#197,pubmed_small#20,pubmed_small#202,pubmed_small#266,pubmed_small#269,pubmed_small#282,pubmed_small#285,pubmed_small#35,pubmed_small#5,pubmed_small#67,pubmed_small#73,pubmed_small#77,pubmed_small#85,pubmed_small#87"
kg,22,11,31.554127,31.554127,"pubmed_small#111,pubmed_small#121,pubmed_small#153,pubmed_small#228,pubmed_small#259,pubmed_small#263,pubmed_small#267,pubmed_small#286,pubmed_small#33,pubmed_small#38,pubmed_small#7"
hormone,23,13,31.319744,31.31974,"pubmed_small#183,pubmed_small#20,pubmed_small#221,pubmed_small#241,pubmed_small#255,pubmed_small#260,pubmed_small#269,pubmed_small#38,pubmed_small#54,pubmed_small#70,pubmed_small#75,pubmed_small#95,pubmed_small#96"
related,27,21,31.143202,31.143202,"pubmed_small#106,pubmed_small#112,pubmed_small#125,pubmed_small#130,pubmed_small#132,pubmed_small#14,pubmed_small#159,pubmed_small#163,pubmed_small#169,pubmed_small#221,pubmed_small#223,pubmed_small#242,pubmed_small#245,pubmed_small#256,pubmed_small#289,pubmed_small#293,pubmed_small#35,pubmed_small#36,pubmed_small#67,pubmed_small#89,pubmed_small#94"
synthesis,21,10,30.989096,30.989096,"pubmed_small#111,pubmed_small#120,pubmed_small#123,pubmed_small#153,pubmed_small#184,pubmed_small#210,pubmed_small#250,pubmed_small#273,pubmed_small#290,pubmed_small#52"
growth,21,10,30.989096,30.989096,"pubmed_small#123,pubmed_small#160,pubmed_small#183,pubmed_small#199,pubmed_small#241,pubmed_small#269,pubmed_small#283,pubmed_small#284,pubmed_small#68,pubmed_small#86"
comment,31,30,30.95506,30.955048,"pubmed_small#101,pubmed_small#103,pubmed_small#114,pubmed_small#115,pubmed_small#121,pubmed_small#127,pubmed_small#129,pubmed_small#135,pubmed_small#159,pubmed_small#17,pubmed_small#175,pubmed_small#182,pubmed_small#189,pubmed_small#196,pubmed_small#198,pubmed_small#208,pubmed_small#225,pubmed_small#230,pubmed_small#231,pubmed_small#257,pubmed_small#261,pubmed_small#272,pubmed_small#278,pubmed_small#291,pubmed_small#298,pubmed_small#40,pubmed_small#61,pubmed_small#63,pubmed_small#76,pubmed_small#90"
flow,18,6,30.555359,30.555359,"pubmed_small#132,pubmed_small#178,pubmed_small#180,pubmed_small#217,pubmed_small#73,pubmed_small#85"
rate,24,16,30.51723,30.51723,"pubmed_small#100,pubmed_small#132,pubmed_small#145,pubmed_small#2,pubmed_small#255,pubmed_small#258,pubmed_small#275,pubmed_small#284,pubmed_small#288,pubmed_small#293,pubmed_small#3,pubmed_small#32,pubmed_small#38,pubmed_small#52,pubmed_small#83,pubmed_small#99"
bm,14,2,30.444977,30.444977,"pubmed_small#100,pubmed_small#223"
myocardial,20,9,30.428577,30.428574,"pubmed_small#136,pubmed_small#163,pubmed_small#18,pubmed_small#253,pubmed_small#258,pubmed_small#28,pubmed_small#288,pubmed_small#42,pubmed_small#98"
release,20,9,30.428576,30.428574,"pubmed_small#102,pubmed_small#143,pubmed_small#199,pubmed_small#221,pubmed_small#256,pubmed_small#266,pubmed_small#284,pubmed_small#67,pubmed_small#84"
mrna,17,5,30.203918,30.20392,"pubmed_small#247,pubmed_small#267,pubmed_small#269,pubmed_small#52,pubmed_small#54"
pituitary,15,3,29.978249,29.978249,"pubmed_small#269,pubmed_small#54,pubmed_small#96"
cyp,15,3,29.978249,29.978249,"pubmed_small#120,pubmed_small#138,pubmed_small#46"
diagnosis,25,19,29.922945,29.92294,"pubmed_small#116,pubmed_small#136,pubmed_small#157,pubmed_small#16,pubmed_small#178,pubmed_small#19,pubmed_small#205,pubmed_small#206,pubmed_small#217,pubmed_small#22,pubmed_small#238,pubmed_small#24,pubmed_small#259,pubmed_small#265,pubmed_small#29,pubmed_small#51,pubmed_small#60,pubmed_small#70,pubmed_small#86"
xanthine,12,1,29.708054,29.708054,pubmed_small#290
oxidase,12,1,29.708054,29.708054,pubmed_small#290
health,20,10,29.513422,29.513424,"pubmed_small#110,pubmed_small#119,pubmed_small#145,pubmed_small#152,pubmed_small#181,pubmed_small#19,pubmed_small#213,pubmed_small#294,pubmed_small#55,pubmed_small#58"
posterior,18,7,29.350317,29.350317,"pubmed_small#167,pubmed_small#186,pubmed_small#228,pubmed_small#271,pubmed_small#276,pubmed_small#57,pubmed_small#73"
endothelial,19,9,28.907148,28.907145,"pubmed_small#102,pubmed_small#132,pubmed_small#193,pubmed_small#2,pubmed_small#229,pubmed_small#267,pubmed_small#268,pubmed_small#299,pubmed_small#71"
obtained,23,17,28.64011,28.640112,"pubmed_small#108,pubmed_small#119,pubmed_small#123,pubmed_small#136,pubmed_small#141,pubmed_small#153,pubmed_small#170,pubmed_small#183,pubmed_small#192,pubmed_small#241,pubmed_small#249,pubmed_small#255,pubmed_small#275,pubmed_small#282,pubmed_small#60,pubmed_small#70,pubmed_small#95"
death,21,13,28.596289,28.596285,"pubmed_small#110,pubmed_small#15,pubmed_small#156,pubmed_small#19,pubmed_small#193,pubmed_small#232,pubmed_small#253,pubmed_small#263,pubmed_small#29,pubmed_small#33,pubmed_small#84,pubmed_small#96,pubmed_small#98"
model,22,15,28.590755,28.59076,"pubmed_small#110,pubmed_small#119,pubmed_small#142,pubmed_small#156,pubmed_small#184,pubmed_small#216,pubmed_small#245,pubmed_small#256,pubmed_small#273,pubmed_small#282,pubmed_small#288,pubmed_small#33,pubmed_small#88,pubmed_small#95,pubmed_small#98"
atypical,18,8,28.30646,28.306461,"pubmed_small#109,pubmed_small#178,pubmed_small#192,pubmed_small#194,pubmed_small#204,pubmed_small#280,pubmed_small#65,pubmed_small#75"
reported,24,20,28.191387,28.19139,"pubmed_small#152,pubmed_small#166,pubmed_small#179,pubmed_small#228,pubmed_small#229,pubmed_small#23,pubmed_small#258,pubmed_small#265,pubmed_small#270,pubmed_small#281,pubmed_small#34,pubmed_small#36,pubmed_small#44,pubmed_small#46,pubmed_small#51,pubmed_small#56,pubmed_small#6,pubmed_small#64,pubmed_small#89,pubmed_small#94"
gh,15,4,28.104168,28.104168,"pubmed_small#172,pubmed_small#183,pubmed_small#269,pubmed_small#77"
cervical,15,4,28.104168,28.104168,"pubmed_small#119,pubmed_small#149,pubmed_small#32,pubmed_small#65"
cholesterol,15,4,28.104168,28.104168,"pubmed_small#145,pubmed_small#153,pubmed_small#169,pubmed_small#184"
stress,15,4,28.104168,28.104168,"pubmed_small#132,pubmed_small#226,pubmed_small#258,pubmed_small#28"
upper,19,10,28.037756,28.037752,"pubmed_small#108,pubmed_small#16,pubmed_small#216,pubmed_small#220,pubmed_small#260,pubmed_small#275,pubmed_small#30,pubmed_small#36,pubmed_small#44,pubmed_small#5"
nodular,19,10,28.03775,28.037752,"pubmed_small#114,pubmed_small#115,pubmed_small#144,pubmed_small#148,pubmed_small#219,pubmed_small#279,pubmed_small#6,pubmed_small#60,pubmed_small#70,pubmed_small#8"
infants,14,3,27.979698,27.979698,"pubmed_small#125,pubmed_small#24,pubmed_small#275"
performed,22,16,27.974127,27.974127,"pubmed_small#15,pubmed_small#153,pubmed_small#155,pubmed_small#185,pubmed_small#186,pubmed_small#223,pubmed_small#271,pubmed_small#273,pubmed_small#288,pubmed_small#299,pubmed_small#31,pubmed_small#32,pubmed_small#33,pubmed_small#7,pubmed_small#77,pubmed_small#83"
underwent,21,14,27.920406,27.920406,"pubmed_small#120,pubmed_small#153,pubmed_small#16,pubmed_small#24,pubmed_small#255,pubmed_small#260,pubmed_small#263,pubmed_small#271,pubmed_small#287,pubmed_small#289,pubmed_small#32,pubmed_small#70,pubmed_small#75,pubmed_small#96"
studies,25,23,27.84858,27.848583,"pubmed_small#113,pubmed_small#117,pubmed_small#123,pubmed_small#130,pubmed_small#144,pubmed_small#166,pubmed_small#178,pubmed_small#184,pubmed_small#19,pubmed_small#210,pubmed_small#22,pubmed_small#228,pubmed_small#253,pubmed_small#256,pubmed_small#260,pubmed_small#267,pubmed_small#268,pubmed_small#269,pubmed_small#32,pubmed_small#37,pubmed_small#7,pubmed_small#73,pubmed_small#75"
antibody,18,9,27.38572,27.385715,"pubmed_small#102,pubmed_small#183,pubmed_small#250,pubmed_small#262,pubmed_small#267,pubmed_small#273,pubmed_small#275,pubmed_small#282,pubmed_small#77"
survival,18,9,27.385715,27.385715,"pubmed_small#100,pubmed_small#140,pubmed_small#15,pubmed_small#156,pubmed_small#180,pubmed_small#289,pubmed_small#34,pubmed_small#42,pubmed_small#99"
chronic,20,13,27.23456,27.234556,"pubmed_small#108,pubmed_small#143,pubmed_small#165,pubmed_small#216,pubmed_small#235,pubmed_small#241,pubmed_small#245,pubmed_small#284,pubmed_small#30,pubmed_small#38,pubmed_small#45,pubmed_small#55,pubmed_small#62"
pca,11,1,27.232384,27.232384,pubmed_small#223
galanin,11,1,27.232384,27.232384,pubmed_small#269
fibronectin,11,1,27.232384,27.232384,pubmed_small#162
report,24,22,27.19797,27.197964,"pubmed_small#118,pubmed_small#141,pubmed_small#144,pubmed_small#165,pubmed_small#179,pubmed_small#190,pubmed_small#193,pubmed_small#203,pubmed_small#211,pubmed_small#219,pubmed_small#235,pubmed_small#240,pubmed_small#251,pubmed_small#270,pubmed_small#279,pubmed_small#30,pubmed_small#34,pubmed_small#64,pubmed_small#66,pubmed_small#69,pubmed_small#86,pubmed_small#97"
